id,title,assigneeId,dueDate,status,comments,metadata
"280","Update privacy policy","1001","2025-08-22","in-progress","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"281","Analyze system performance","1003","2025-08-15","","[]","{"priority":"high"}"
"282","Design login page","1003","2025-08-08","todo","[{"text": "Reviewed by QA"}]","{}"
"283","Automate backup scripts","1001","2025-09-02","in-progress","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"284","Refactor legacy code","1002","2025-09-19","","[{"text": "Reviewed by QA"}]","{"notes":"Requires SSH"}"
"285","Build dashboard reports","1002","2025-08-31","","[]","{}"
"286","Overhaul CSS architecture","1001","2025-08-11","done","[]","{}"
"287","Monitor API latency","1001","2025-08-17","in-progress","[{"text": "Upgrade plan drafted"}]","{}"
"288","Enforce coding standards","1002","2025-08-30","in-progress","[{"text": "Waiting on credentials"}]","{}"
"task-289","Patch XSS vulnerabilities","1002","2025-08-26","in-progress","[{"text": "Debugged last night"}]","{"priority":"high"}"
"290","Design mobile prototype","1001","2025-08-30","","[]","{"priority":"low"}"
"291","Update privacy policy","1002","2025-08-31","done","[{"text": "Reviewed by QA"}]","{}"
"292","Plan Q4 roadmap","1003","2025-09-23","in-progress","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"293","Plan Q4 roadmap","1001","2025-09-03","todo","[{"text": "Upgrade plan drafted"}]","{}"
"294","Write unit tests","1003","2025-09-27","in-progress","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"295","Train support staff","1001","2025-08-11","done","[{"text": "Upgrade plan drafted"}]","{"priority":"low"}"
"296","Upgrade SSL certificate","1002","2025-09-29","done","[{"text": "Initial spec done"}]","{}"
"297","Benchmark database queries","1003","2025-08-16","in-progress","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"298","Fix UI alignment issues","1003","2025-09-25","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"299","Draft GDPR compliance report","1002","2025-09-16","in-progress","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"300","Refactor Redux logic","1001","2025-08-10","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"301","Improve password hashing","1002","2025-09-20","todo","[{"text": "Initial spec done"}]","{}"
"302","Deploy to staging","1003","2025-08-24","in-progress","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"303","Draft GDPR compliance report","1002","2025-09-05","","[{"text": "Debugged last night"}]","{}"
"304","Train support staff","1001","2025-08-02","todo","[]","{"priority":"high"}"
"305","Update dependencies","1002","2025-08-29","","[{"text": "Fixed edge case"}]","{}"
"task-306","Draft GDPR compliance report","1003","2025-09-30","done","[{"text": "Upgrade plan drafted"}]","{}"
"307","Update dependencies","1002","2025-08-29","in-progress","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"308","Test accessibility features","1002","2025-09-20","todo","[{"text": "Waiting on credentials"}]","{}"
"309","Build webhook endpoints","1003","2025-09-12","done","[{"text": "Upgrade plan drafted"}]","{"priority":"low"}"
"310","Refactor form validation logic","devA","2025-09-14","done","[{"text": "Waiting on credentials"}]","{}"
"311","Upgrade SSL certificate","1002","2025-09-04","done","[{"text": "Initial spec done"}]","{}"
"312","Enhance search filters","1002","2025-08-08","done","[{"text": "Initial spec done"}]","{}"
"313","Overhaul CSS architecture","1003","2025-09-12","in-progress","[]","{"notes":"Requires SSH"}"
"314","Patch XSS vulnerabilities","1001","2025-08-18","in-progress","[{"text": "Upgrade plan drafted"}]","{"priority":"medium"}"
"315","Conduct security audit","1001","2025-09-07","","[{"text": "Upgrade plan drafted"}]","{}"
"316","Implement OAuth","1003","2025-08-28","done","[]","{}"
"317","Optimize images","1001","2025-08-10","in-progress","[]","{"priority":"medium","tags":["frontend"]}"
"318","Update support FAQ","1002","2025-08-15","done","[]","{"priority":"medium","tags":["frontend"]}"
"319","Design admin panel","1002","2025-09-18","in-progress","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"320","Write blog announcement","1003","2025-09-08","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"321","Review user feedback","1003","2025-09-09","","[{"text": "Initial spec done"}]","{}"
"322","Patch XSS vulnerabilities","1003","2025-08-29","","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"task-323","Implement push notifications","1002","2025-08-06","done","[]","{"notes":"Requires SSH"}"
"324","Plan Q4 roadmap","1003","2025-08-05","in-progress","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"325","Optimize API responsiveness","1002","2025-09-26","todo","[{"text": "Upgrade plan drafted"}]","{}"
"326","Benchmark database queries","1003","2025-09-22","todo","[]","{"notes":"Requires SSH"}"
"327","Upgrade SSL certificate","1003","2025-08-27","done","[{"text": "Fixed edge case"}]","{}"
"328","Deploy to staging","1002","2025-09-23","in-progress","[{"text": "Upgrade plan drafted"}]","{"priority":"medium"}"
"329","Integrate payment gateway","1003","2025-08-26","done","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"330","Optimize API responsiveness","1002","2025-08-08","todo","[]","{}"
"331","Overhaul CSS architecture","1001","2025-09-13","todo","[{"text": "Waiting on credentials"}]","{"priority":"low"}"
"332","Monitor API latency","1002","2025-08-30","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"low"}"
"333","Optimize server memory","1002","2025-08-06","done","[{"text": "Reviewed by QA"}]","{}"
"334","Monitor API latency","1001","2025-08-13","in-progress","[]","{}"
"335","Enforce coding standards","1002","2025-08-08","done","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"336","Analyze system performance","1003","2025-09-10","todo","[]","{}"
"337","Conduct security audit","1003","2025-09-05","in-progress","[{"text": "Reviewed by QA"}]","{}"
"338","Optimize images","1001","2025-08-19","in-progress","[]","{"priority":"low"}"
"339","Overhaul CSS architecture","1003","2025-08-24","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"low"}"
"task-340","Update support FAQ","1002","2025-09-28","","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"341","Refactor Redux logic","devA","2025-09-23","","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"342","Enhance search filters","1003","2025-08-31","","[{"text": "Waiting on credentials"}]","{"priority":"medium"}"
"343","Overhaul CSS architecture","1003","2025-09-06","todo","[{"text": "Reviewed by QA"}]","{"notes":"Requires SSH"}"
"344","Update dependencies","1002","2025-08-18","todo","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"345","Optimize images","1002","2025-09-02","in-progress","[]","{}"
"346","Update dependencies","1001","2025-08-02","","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"347","Draft GDPR compliance report","1001","2025-09-15","done","[]","{"priority":"high"}"
"348","Deploy to staging","1003","2025-08-13","todo","[]","{}"
"349","Enforce coding standards","1003","2025-08-30","in-progress","[]","{"notes":"Requires SSH"}"
"350","Audit error logs","1002","2025-08-06","todo","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"351","Design new logo","1003","2025-08-24","todo","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"352","Upgrade SSL certificate","1001","2025-09-26","done","[{"text": "Debugged last night"}]","{"priority":"high"}"
"353","Build dashboard reports","1001","2025-08-10","in-progress","[{"text": "Reviewed by QA"}]","{"priority":"low"}"
"354","Handle payment disputes","1001","2025-09-04","done","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"355","Optimize API responsiveness","1001","2025-08-03","done","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"356","Build webhook endpoints","1003","2025-08-09","","[{"text": "Upgrade plan drafted"}]","{"priority":"low"}"
"task-357","Implement OAuth","1002","2025-08-23","","[{"text": "Initial spec done"}]","{"priority":"high"}"
"358","Automate backup scripts","1001","2025-09-26","todo","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"359","Upgrade SSL certificate","1001","2025-09-27","done","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"360","Archive closed tasks","1001","2025-08-21","","[{"text": "Waiting on credentials"}]","{"notes":"Requires SSH"}"
"361","Train support staff","1002","2025-08-15","","[{"text": "Upgrade plan drafted"}]","{}"
"362","Plan Q4 roadmap","1003","2025-08-06","in-progress","[{"text": "Waiting on credentials"}]","{}"
"363","Setup CI/CD pipeline","1002","2025-09-19","todo","[{"text": "Fixed edge case"}]","{}"
"364","Review vendor contracts","1001","2025-08-20","done","[{"text": "Debugged last night"}]","{}"
"365","Review user feedback","1003","2025-08-29","in-progress","[{"text": "Reviewed by QA"}]","{}"
"366","Write API documentation","1002","2025-09-22","todo","[{"text": "Waiting on credentials"}]","{"notes":"Requires SSH"}"
"367","Refactor legacy code","1002","2025-08-05","in-progress","[{"text": "Upgrade plan drafted"}]","{}"
"368","Setup CI/CD pipeline","1003","2025-08-05","","[{"text": "Fixed edge case"}]","{}"
"369","Analyze system performance","1003","2025-08-15","in-progress","[{"text": "Initial spec done"}]","{}"
"370","Review user feedback","1002","2025-08-17","","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"371","Write blog announcement","1003","2025-09-14","todo","[{"text": "Reviewed by QA"}]","{}"
"372","Optimize server memory","devA","2025-08-09","todo","[]","{"priority":"high"}"
"373","Train support staff","1003","2025-08-12","in-progress","[]","{"priority":"high"}"
"task-374","Upgrade SSL certificate","1001","2025-08-13","in-progress","[]","{"priority":"medium","tags":["frontend"]}"
"375","Build dashboard reports","1001","2025-08-18","in-progress","[]","{}"
"376","Write unit tests","1001","2025-09-15","","[]","{"priority":"high"}"
"377","Review user feedback","1002","2025-09-18","","[{"text": "Waiting on credentials"}]","{}"
"378","Automate backup scripts","1003","2025-08-25","in-progress","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"379","Build dashboard reports","1002","2025-08-02","todo","[{"text": "Initial spec done"}]","{}"
"380","Plan Q4 roadmap","1001","2025-09-16","in-progress","[]","{"priority":"medium","tags":["frontend"]}"
"381","Refactor form validation logic","1002","2025-08-06","done","[]","{}"
"382","Enhance search filters","1001","2025-08-17","todo","[{"text": "Initial spec done"}]","{"priority":"medium","tags":["frontend"]}"
"383","Resolve customer complaints","1003","2025-09-01","","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"384","Draft GDPR compliance report","1003","2025-09-01","done","[]","{"priority":"high"}"
"385","Automate backup scripts","1001","2025-08-02","todo","[]","{"priority":"medium","tags":["frontend"]}"
"386","Update support FAQ","1002","2025-09-09","","[{"text": "Debugged last night"}]","{"priority":"high"}"
"387","Draft GDPR compliance report","1001","2025-09-22","in-progress","[]","{"priority":"low"}"
"388","Design admin panel","1001","2025-08-24","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"389","Automate backup scripts","1001","2025-09-16","","[{"text": "Debugged last night"}]","{"priority":"high"}"
"390","Audit error logs","1003","2025-08-11","","[]","{}"
"task-391","Deploy mobile app update","1002","2025-09-01","todo","[{"text": "Initial spec done"}]","{"priority":"high"}"
"392","Write unit tests","1001","2025-09-28","done","[{"text": "Reviewed by QA"}]","{"notes":"Requires SSH"}"
"393","Test accessibility features","1002","2025-09-13","done","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"394","Build dashboard reports","1001","2025-08-31","in-progress","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"395","Test accessibility features","1001","2025-08-26","in-progress","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"396","Build dashboard reports","1001","2025-08-04","","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"397","Review user feedback","1001","2025-09-05","done","[{"text": "Initial spec done"}]","{"priority":"high"}"
"398","Resolve customer complaints","1002","2025-08-19","","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"399","Deploy to staging","1001","2025-09-01","todo","[]","{"priority":"medium"}"
"400","Analyze system performance","1001","2025-08-03","todo","[{"text": "Initial spec done"}]","{}"
"401","Optimize server memory","1002","2025-08-07","","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"402","Upgrade SSL certificate","1003","2025-09-28","in-progress","[{"text": "Initial spec done"}]","{}"
"403","Optimize API responsiveness","devA","2025-09-05","in-progress","[{"text": "Reviewed by QA"}]","{}"
"404","Create feedback analytics","1002","2025-09-07","done","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"405","Create feedback analytics","1003","2025-09-13","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"406","Create multi-language support","1003","2025-08-06","in-progress","[{"text": "Waiting on credentials"}]","{"notes":"Requires SSH"}"
"407","Analyze system performance","1001","2025-09-29","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"task-408","Integrate payment gateway","1001","2025-08-23","","[]","{"priority":"medium","tags":["frontend"]}"
"409","Design admin panel","1002","2025-08-30","done","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"410","Refactor form validation logic","1001","2025-08-20","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"411","Upgrade SSL certificate","1003","2025-08-30","done","[{"text": "Upgrade plan drafted"}]","{}"
"412","Train support staff","1001","2025-08-09","","[{"text": "Debugged last night"}]","{"priority":"low"}"
"413","Test accessibility features","1001","2025-08-28","","[]","{"priority":"high"}"
"414","Implement OAuth","1003","2025-08-16","todo","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"415","Design new logo","1001","2025-09-01","","[]","{"priority":"medium","tags":["frontend"]}"
"416","Design admin panel","1001","2025-09-20","done","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"417","Draft user onboarding emails","1002","2025-08-09","todo","[]","{}"
"418","Upgrade SSL certificate","1001","2025-09-24","in-progress","[{"text": "Waiting on credentials"}]","{}"
"419","Train support staff","1001","2025-09-03","","[]","{}"
"420","Analyze system performance","1003","2025-09-12","","[]","{"priority":"medium"}"
"421","Implement OAuth","1003","2025-08-22","in-progress","[]","{"priority":"medium","tags":["frontend"]}"
